1,-1,-1,1,-1,1,1,-1,1,0,1,200.52
1,-1,-1,1,-1,1,1,-1,0,1,1,604.56
1,-1,-1,2,-1,1,-1,-1,0,1,1,22.2041
-1,-1,-1,1,-1,1,1,1,0,1,1,822.782
-1,-1,-1,1,-1,2,1,-1,0,1,1,696.076
1,-1,-1,1,-1,1,1,-1,0,1,0,508.46
-1,-1,-1,1,-1,1,1,1,0,1,0,855.348
-1,-1,-1,1,-1,1,1,1,0,1,2,894.995
-1,-1,-1,1,-1,1,1,1,-1,0,3,214.856
-1,-1,-1,1,-1,1,1,1,1,0,1,-20.6763
1,-1,-1,1,-1,1,1,-1,0,1,2,657.857
1,-1,-1,1,-1,1,1,-1,-1,0,3,352.179
1,-1,-1,1,-1,1,1,-1,1,0,3,201.856
1,-1,-1,1,-1,1,1,-1,1,0,0,2.1067
1,-1,-1,2,-1,1,-1,-1,0,1,3,261.704
1,-1,-1,2,-1,1,-1,-1,0,-1,1,16.2617
1,-1,-1,1,-1,1,1,-1,0,-1,1,288.338
1,-1,-1,1,-1,1,1,-1,0,-1,0,364.424
1,-1,-1,1,-1,1,1,-1,0,-1,2,362.13
-1,-1,-1,1,-1,1,1,1,1,0,0,-27.237
1,-1,-1,2,-1,1,-1,-1,0,-1,3,351.807
-1,-1,-1,1,-1,2,1,-1,1,0,2,180.93
-1,-1,-1,1,-1,2,1,-1,1,0,1,126.238
1,1,-1,1,-1,1,-1,-1,0,1,1,449.12
1,1,-1,1,-1,1,-1,-1,0,1,0,345.287
1,1,-1,1,-1,1,-1,-1,0,1,2,560.292
1,1,-1,1,-1,1,-1,-1,-1,0,3,476.411
-1,-1,-1,1,-1,1,1,1,1,0,2,48.8266
-1,-1,-1,1,-1,1,1,1,1,0,3,25.6868
-1,-1,-1,1,-1,1,1,1,1,0,4,-10.2964
1,1,-1,1,-1,1,-1,-1,0,-1,1,436.868
1,1,-1,1,-1,1,-1,-1,0,-1,0,513.214
1,1,-1,1,-1,1,-1,-1,0,1,3,342.708
1,1,-1,1,-1,1,-1,-1,1,0,3,-41.4809
-1,-1,-1,-1,1,1,1,1,1,0,1,296.408
-1,-1,-1,-1,1,1,1,1,0,1,1,766.922
-1,-1,-1,-1,1,-1,1,2,0,1,1,846.301
-1,-1,1,-1,1,-1,1,1,0,1,1,227.914
-1,-1,1,-1,2,-1,-1,1,0,1,1,270.933
-1,1,1,-1,1,-1,-1,1,0,1,1,363.019
-1,1,1,-1,1,-1,-1,1,0,1,0,210.623
-1,1,1,-1,1,-1,-1,1,0,1,2,257.383
-1,-1,1,-1,1,-1,1,1,0,1,0,221.955
-1,-1,1,-1,2,-1,-1,1,0,1,3,523.884
-1,1,1,-1,1,-1,-1,1,1,0,3,296.351
-1,1,1,-1,1,-1,-1,1,1,0,1,310.387
-1,-1,1,-1,2,-1,-1,1,0,-1,1,240.107
-1,-1,1,-1,1,-1,1,1,0,-1,1,-24.7399
-1,-1,1,-1,1,-1,1,1,0,-1,0,-4.43211
-1,-1,-1,-1,1,-1,1,2,0,-1,1,65.5295
-1,-1,-1,-1,1,1,1,1,0,-1,1,290.009
-1,-1,-1,-1,1,1,1,1,0,-1,0,259.216
-1,-1,-1,-1,1,1,1,1,0,-1,2,284.415
-1,-1,-1,-1,1,1,1,1,-1,0,1,800.674
-1,1,1,-1,1,-1,-1,1,1,0,0,277.583
-1,-1,1,-1,2,-1,-1,1,0,-1,2,899.961
-1,-1,1,-1,1,-1,1,1,-1,0,0,-60.4161
-1,1,1,-1,1,-1,-1,1,1,0,2,317.25
-1,1,1,-1,1,-1,-1,1,1,0,4,110.038
-1,1,2,-1,1,-1,-1,-1,1,0,1,455.732
1,1,1,-1,1,-1,-1,-1,0,1,1,205.609
1,1,1,-1,1,-1,-1,-1,0,1,0,214.511
-1,-1,-1,-1,1,1,1,1,0,1,0,883.081
-1,-1,-1,-1,1,1,1,1,0,1,2,342.779
-1,-1,-1,-1,1,1,1,1,-1,0,3,790.566
-1,-1,-1,-1,1,1,1,1,1,0,3,276.463
-1,-1,-1,-1,-1,1,2,1,1,0,1,292.831
-1,-1,-1,-1,-1,1,2,1,0,1,1,1913.83
-1,-1,-1,-1,-1,1,2,1,0,1,0,966.809
-1,-1,-1,-1,-1,1,2,1,0,1,2,1077.09
-1,-1,-1,-1,-1,1,2,1,0,-1,1,1435.99
-1,-1,-1,-1,-1,1,2,1,0,-1,0,1118.83
-1,-1,-1,-1,-1,1,2,1,0,-1,2,911.775
-1,-1,-1,-1,-1,1,2,1,1,0,3,109.258
-1,-1,-1,1,-1,1,1,1,0,1,4,526.495
-1,-1,-1,1,-1,2,1,-1,1,0,3,89.4128
1,-1,-1,2,-1,1,-1,-1,0,1,4,-81.7984
1,1,-1,1,-1,1,-1,-1,0,1,4,401.451
2,1,-1,1,-1,-1,-1,-1,0,1,1,384.669
1,1,-1,1,-1,1,-1,-1,1,0,0,-0.71815
1,1,1,1,-1,-1,-1,-1,0,1,3,264.206
2,1,-1,1,-1,-1,-1,-1,0,-1,1,425.868
1,1,-1,1,-1,1,-1,-1,-1,0,0,538.921
2,1,-1,1,-1,-1,-1,-1,0,1,3,0.178083
-1,1,2,-1,1,-1,-1,-1,1,0,0,516.796
-1,-1,1,-1,2,-1,-1,1,0,-1,0,602.898
-1,-1,-1,-1,1,-1,1,2,0,-1,3,66.275
-1,-1,-1,1,-1,1,1,1,0,-1,1,175.254
-1,-1,-1,1,-1,1,1,1,0,-1,2,219.535
-1,-1,-1,-1,-1,1,2,1,-1,0,3,454.294
-1,-1,-1,1,-1,1,1,1,0,-1,0,179.881
-1,-1,-1,1,-1,1,1,1,0,-1,3,134.761
-1,-1,-1,1,-1,1,1,1,0,-1,4,187.041
1,1,1,-1,1,-1,-1,-1,1,0,1,464.242
1,1,1,-1,1,-1,-1,-1,1,0,2,270.807
1,1,1,-1,1,-1,-1,-1,-1,0,2,82.651
1,1,1,-1,1,-1,-1,-1,-1,0,1,253.759
-1,1,1,-1,1,-1,-1,1,0,1,4,-59.2746
1,2,1,-1,-1,-1,-1,-1,1,0,1,144.242
1,2,1,-1,-1,-1,-1,-1,0,1,1,433.19
1,2,1,-1,-1,-1,-1,-1,0,1,0,634.565
1,2,1,-1,-1,-1,-1,-1,0,1,2,302.205
-1,-1,1,-1,2,-1,-1,1,0,1,4,90.0232
-1,1,1,-1,1,-1,-1,1,0,1,3,429.762
-1,1,2,-1,1,-1,-1,-1,0,-1,1,477.641
-1,1,1,-1,1,-1,-1,1,0,-1,3,513.037
-1,-1,1,-1,2,-1,-1,1,1,0,1,697.061
-1,1,2,-1,1,-1,-1,-1,0,1,2,13.384
-1,1,2,-1,1,-1,-1,-1,-1,0,2,51.8751
-1,1,2,-1,1,-1,-1,-1,-1,0,1,-68.1416
-1,1,2,-1,1,-1,-1,-1,0,-1,3,688.392
-1,1,1,-1,1,-1,-1,1,0,-1,2,486.052
-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,674.855
-1,-1,-1,-1,1,1,0,1,0,-1,1,685.681
1,1,1,-1,1,-1,-1,-1,0,-1,1,459.711
1,1,1,-1,1,-1,0,-1,0,-1,1,708.164
-1,1,2,-1,1,-1,0,-1,0,-1,1,661.815
-1,1,1,-1,1,-1,0,1,0,-1,1,535.032
-1,-1,1,-1,2,-1,0,1,0,-1,1,321.229
-1,-1,1,-1,1,-1,0,1,0,-1,1,455.581
-1,-1,1,-1,1,-1,0,1,0,-1,0,232.625
-1,-1,1,-1,1,-1,0,1,0,-1,2,324.711
-1,-1,1,-1,0,-1,1,1,-1,0,1,337.508
-1,0,1,-1,1,-1,1,1,0,1,1,878.093
-1,0,1,-1,2,-1,-1,1,0,1,1,822.727
-1,0,1,-1,1,-1,-1,1,0,1,1,612.041
-1,0,1,-1,1,-1,-1,1,0,1,0,627.824
-1,0,1,-1,1,-1,-1,1,0,1,2,357.427
-1,1,1,-1,0,-1,-1,1,-1,0,3,52.2086
-1,1,1,0,1,-1,-1,1,1,0,1,698.908
-1,0,2,-1,1,-1,-1,-1,0,1,1,641.526
1,0,1,-1,1,-1,-1,-1,0,1,1,586.932
-1,0,-1,-1,1,1,1,1,0,1,1,1593.7
-1,0,-1,-1,1,-1,1,2,0,1,1,1979.03
-1,0,1,-1,1,-1,1,1,0,1,0,843.155
-1,0,1,-1,2,-1,-1,1,0,1,3,736.165
-1,1,1,0,1,-1,-1,1,1,0,0,585.765
-1,-1,1,-1,2,-1,0,1,0,-1,3,244.738
-1,-1,1,0,1,-1,1,1,1,0,0,869.17
-1,0,1,-1,2,-1,-1,1,0,1,0,632.367
-1,0,1,-1,1,-1,-1,1,0,1,3,787.209
-1,1,1,-1,1,-1,0,1,0,-1,0,445.921
-1,-1,1,-1,1,-1,0,1,0,-1,3,1162.77
-1,-1,1,0,1,-1,1,1,1,0,1,879.338
-1,-1,-1,-1,1,-1,0,2,0,-1,1,361.652
-1,-1,-1,-1,1,1,0,1,0,-1,0,954.084
-1,-1,-1,-1,1,1,0,1,0,-1,2,469.135
-1,-1,-1,-1,0,1,1,1,-1,0,1,1564.85
-1,0,-1,-1,1,1,1,1,0,1,3,1678.16
-1,-1,-1,0,1,1,1,1,1,0,1,520.063
-1,0,1,-1,1,-1,1,1,0,1,2,594.708
-1,-1,1,-1,2,-1,-1,1,-1,0,0,232.609
-1,0,1,-1,1,-1,-1,1,0,1,4,349.237
-1,1,2,0,1,-1,-1,-1,1,0,0,745.401
1,0,1,-1,1,-1,-1,-1,0,1,0,654.491
1,0,1,-1,1,-1,-1,-1,0,1,2,623.927
1,1,1,-1,0,-1,-1,-1,-1,0,3,581.142
1,1,1,0,1,-1,-1,-1,1,0,1,690.387
-1,-1,1,-1,2,-1,-1,1,-1,0,3,353.724
-1,1,1,0,1,-1,-1,1,1,0,3,570.755
-1,1,2,0,1,-1,-1,-1,1,0,3,923.048
-1,-1,1,-1,2,-1,0,1,0,-1,0,349.307
-1,-1,-1,-1,1,-1,0,2,0,-1,3,620.258
-1,0,-1,-1,1,-1,1,2,0,1,2,997.557
1,2,1,0,-1,-1,-1,-1,1,0,3,395.754
